name,word,source
37,participants,longitudinal
37,jurisdictions,longitudinal
38,analysis,longitudinal
38,relative,longitudinal
38,differences,longitudinal
38,difficulty,longitudinal
38,passing,longitudinal
38,bar,longitudinal
38,jurisdictions,longitudinal
39,summarizing,longitudinal
39,time,longitudinal
39,bar,longitudinal
39,passage,longitudinal
39,rates,longitudinal
40,gender,longitudinal
40,comparisons,longitudinal
41,ethnic,longitudinal
41,comparisons,longitudinal
42,law,longitudinal
42,school,longitudinal
42,cluster,longitudinal
42,comparisons,longitudinal
43,lsat,longitudinal
43,comparisons,longitudinal
44,summarizing,longitudinal
44,eventual,longitudinal
44,pass,longitudinal
44,rates,longitudinal
45,chapter,longitudinal
45,building,longitudinal
45,statistical,longitudinal
45,models,longitudinal
45,identify,longitudinal
45,factors,longitudinal
45,related,longitudinal
45,bar,longitudinal
45,passage,longitudinal
46,testing,longitudinal
46,logistic,longitudinal
46,regression,longitudinal
46,models,longitudinal
46,explain,longitudinal
46,bar,longitudinal
46,examination,longitudinal
46,outcomes,longitudinal
47,evaluating,longitudinal
47,impact,longitudinal
47,adding,longitudinal
47,selected,longitudinal
47,variables,longitudinal
47,model,longitudinal
48,evaluating,longitudinal
48,impact,longitudinal
48,adding,longitudinal
48,ses,longitudinal
48,model,longitudinal
49,evaluating,longitudinal
49,impact,longitudinal
49,adding,longitudinal
49,nonordered,longitudinal
49,variables,longitudinal
49,model,longitudinal
50,adding,longitudinal
50,law,longitudinal
50,school,longitudinal
50,cluster,longitudinal
50,model,longitudinal
51,examining,longitudinal
51,law,longitudinal
51,school,longitudinal
51,cluster,longitudinal
51,data,longitudinal
51,graphically,longitudinal
52,adding,longitudinal
52,geographic,longitudinal
52,region,longitudinal
52,model,longitudinal
53,explaining,longitudinal
53,time,longitudinal
53,bar,longitudinal
53,examination,longitudinal
53,outcomes,longitudinal
53,examinees,longitudinal
53,color,longitudinal
54,examining,longitudinal
54,summary,longitudinal
54,statistics,longitudinal
54,predictor,longitudinal
54,criterion,longitudinal
54,variables,longitudinal
54,separately,longitudinal
54,ethnic,longitudinal
55,examining,longitudinal
55,ethnic,longitudinal
55,data,longitudinal
55,regression,longitudinal
55,models,longitudinal
56,adding,longitudinal
56,ethnicity,longitudinal
56,geographic,longitudinal
56,region,longitudinal
56,law,longitudinal
56,school,longitudinal
56,cluster,longitudinal
56,logistic,longitudinal
56,regression,longitudinal
56,models,longitudinal
57,cluster,longitudinal
57,comparison,longitudinal
57,data,longitudinal
57,white,longitudinal
57,examinees,longitudinal
58,chapter,longitudinal
58,comparison,longitudinal
58,examinees,longitudinal
58,passed,longitudinal
58,examinees,longitudinal
58,failed,longitudinal
59,background,longitudinal
59,characteristics,longitudinal
59,data,longitudinal
60,experience,longitudinal
60,data,longitudinal
61,personal,longitudinal
61,factors,longitudinal
61,pre,longitudinal
61,enrollment,longitudinal
61,academic,longitudinal
61,preparation,longitudinal
61,programs,longitudinal
62,financial,longitudinal
62,data,longitudinal
64,ii,longitudinal
64,table,longitudinal
64,contents,longitudinal
65,academic,longitudinal
65,expectations,longitudinal
66,career,longitudinal
66,aspirations,longitudinal
67,chapter,longitudinal
67,summary,longitudinal
67,discussion,longitudinal
68,unique,longitudinal
68,contributions,longitudinal
68,study,longitudinal
69,summary,longitudinal
69,findings,longitudinal
69,bar,longitudinal
69,passage,longitudinal
69,outcomes,longitudinal
70,building,longitudinal
70,interpreting,longitudinal
70,logistic,longitudinal
70,regression,longitudinal
70,models,longitudinal
71,statistical,longitudinal
71,issues,longitudinal
71,related,longitudinal
71,models,longitudinal
72,evaluating,longitudinal
72,differences,longitudinal
72,pass,longitudinal
72,rates,longitudinal
72,law,longitudinal
72,school,longitudinal
72,clusters,longitudinal
73,evaluating,longitudinal
73,differences,longitudinal
73,pass,longitudinal
73,rates,longitudinal
73,ethnic,longitudinal
74,exploring,longitudinal
74,differences,longitudinal
74,examinees,longitudinal
74,outcome,longitudinal
74,categories,longitudinal
75,time,longitudinal
75,pass,longitudinal
75,eventual,longitudinal
75,pass,longitudinal
75,passed,longitudinal
76,social,longitudinal
76,policy,longitudinal
76,issues,longitudinal
76,related,longitudinal
76,findings,longitudinal
77,conclusions,longitudinal
78,appendix,longitudinal
78,letter,longitudinal
78,invitation,longitudinal
78,jurisdictions,longitudinal
79,appendix,longitudinal
79,informed,longitudinal
79,concent,longitudinal
79,form,longitudinal
80,appendix,longitudinal
80,analysis,longitudinal
80,missing,longitudinal
80,data,longitudinal
81,appendix,longitudinal
81,analysis,longitudinal
81,data,longitudinal
81,regional,longitudinal
82,appendix,longitudinal
82,explication,longitudinal
82,log,longitudinal
82,odds,longitudinal
83,list,longitudinal
83,tables,longitudinal
84,list,longitudinal
84,figures,longitudinal
86,historical,longitudinal
86,introduction,longitudinal
86,iii,longitudinal
87,historical,longitudinal
87,introduction,longitudinal
88,henry,longitudinal
88,ramsey,longitudinal
88,jr,longitudinal
89,statement,longitudinal
89,law,longitudinal
89,school,longitudinal
89,admission,longitudinal
89,council,longitudinal
89,lsac,longitudinal
89,bar,longitudinal
89,passage,longitudinal
89,study,longitudinal
89,accurately,longitudinal
90,succinctly,longitudinal
90,describes,longitudinal
90,primary,longitudinal
90,factors,longitudinal
90,prompted,longitudinal
90,funding,longitudinal
90,national,longitudinal
90,study,longitudinal
90,bar,longitudinal
90,examination,longitudinal
91,performance,longitudinal
91,minority,longitudinal
91,law,longitudinal
91,graduates,longitudinal
92,lsac,longitudinal
92,national,longitudinal
92,longitudinal,longitudinal
92,bar,longitudinal
92,passage,longitudinal
92,study,longitudinal
92,undertaken,longitudinal
92,primarily,longitudinal
93,response,longitudinal
93,rumors,longitudinal
93,anecdotal,longitudinal
93,reports,longitudinal
93,suggesting,longitudinal
93,bar,longitudinal
93,passage,longitudinal
93,rates,longitudinal
94,low,longitudinal
94,examinees,longitudinal
94,color,longitudinal
94,potential,longitudinal
94,applicants,longitudinal
94,questioning,longitudinal
95,wisdom,longitudinal
95,investing,longitudinal
95,time,longitudinal
95,resources,longitudinal
95,obtain,longitudinal
95,legal,longitudinal
96,education,longitudinal
96,reliable,longitudinal
96,sources,longitudinal
96,empirical,longitudinal
96,data,longitudinal
96,support,longitudinal
96,refute,longitudinal
97,claims,longitudinal
97,lsac,longitudinal
97,committed,longitudinal
97,conducting,longitudinal
97,study,longitudinal
98,conviction,longitudinal
98,information,longitudinal
98,vital,longitudinal
98,legal,longitudinal
98,education,longitudinal
99,outcome,longitudinal
99,dismal,longitudinal
99,failure,longitudinal
99,rates,longitudinal
99,reported,longitudinal
99,whispers,longitudinal
100,accurate,longitudinal
100,legal,longitudinal
100,education,longitudinal
100,rethink,longitudinal
100,admission,longitudinal
101,educational,longitudinal
101,policy,longitudinal
101,practice,longitudinal
101,FALSE,longitudinal
101,replaced,longitudinal
102,accurate,longitudinal
102,information,longitudinal
103,statement,longitudinal
103,concise,longitudinal
103,convey,longitudinal
103,flavor,longitudinal
103,texture,longitudinal
103,intensity,longitudinal
103,public,longitudinal
103,concern,longitudinal
104,debate,longitudinal
104,special,longitudinal
104,admission,longitudinal
104,programs,longitudinal
104,minority,longitudinal
104,students,longitudinal
104,historically,longitudinal
104,white,longitudinal
104,law,longitudinal
104,schools,longitudinal
105,located,longitudinal
105,confederate,longitudinal
105,south,longitudinal
105,law,longitudinal
105,school,longitudinal
105,affirmative,longitudinal
105,action,longitudinal
105,developments,longitudinal
106,circumstances,longitudinal
106,existed,longitudinal
106,late,longitudinal
106,heavily,longitudinal
106,influenced,longitudinal
106,decision,longitudinal
106,national,longitudinal
106,study,longitudinal
107,basically,longitudinal
107,issues,longitudinal
107,minority,longitudinal
107,performance,longitudinal
107,law,longitudinal
107,school,longitudinal
107,bar,longitudinal
107,examination,longitudinal
108,affirmative,longitudinal
108,action,longitudinal
108,admission,longitudinal
108,programs,longitudinal
108,existed,longitudinal
108,historically,longitudinal
108,white,longitudinal
108,law,longitudinal
108,schools,longitudinal
108,prior,longitudinal
109,establishment,longitudinal
109,special,longitudinal
109,admission,longitudinal
109,programs,longitudinal
109,rare,longitudinal
109,exception,longitudinal
109,students,longitudinal
109,color,longitudinal
111,enrolled,longitudinal
111,historically,longitudinal
111,white,longitudinal
111,schools,longitudinal
111,black,longitudinal
111,person,longitudinal
111,class,longitudinal
113,students,longitudinal
113,entered,longitudinal
113,university,longitudinal
113,california’s,longitudinal
113,boalt,longitudinal
113,hall,longitudinal
113,black,longitudinal
114,judge,longitudinal
114,alameda,longitudinal
114,county,longitudinal
114,superior,longitudinal
114,court,longitudinal
114,ret,longitudinal
114,dean,longitudinal
114,howard,longitudinal
114,university,longitudinal
114,school,longitudinal
114,law,longitudinal
115,lsac,longitudinal
115,national,longitudinal
115,longitudinal,longitudinal
115,bar,longitudinal
115,passage,longitudinal
115,study,longitudinal
115,executive,longitudinal
115,summary,longitudinal
115,viii,longitudinal
116,robert,longitudinal
116,o’neil,longitudinal
116,preferential,longitudinal
116,admissions,longitudinal
116,equalizing,longitudinal
116,access,longitudinal
116,legal,longitudinal
116,education,longitudinal
116,toledo,longitudinal
116,rev,longitudinal
116,louis,longitudinal
116,toepfer,longitudinal
116,harvard’s,longitudinal
116,special,longitudinal
116,summer,longitudinal
117,program,longitudinal
117,legal,longitudinal
117,educ,longitudinal
117,original,longitudinal
117,plans,longitudinal
117,realized,longitudinal
117,program,longitudinal
117,sort,longitudinal
117,experimental,longitudinal
117,law,longitudinal
117,school,longitudinal
118,undertake,longitudinal
118,models,longitudinal
118,patterns,longitudinal
118,guides,longitudinal
118,follow,longitudinal
118,legal,longitudinal
118,graduate,longitudinal
118,education,longitudinal
119,o’neil,longitudinal
119,ibid,longitudinal
119,earl,longitudinal
119,carl,longitudinal
119,shortage,longitudinal
119,negro,longitudinal
119,lawyers,longitudinal
119,pluralistic,longitudinal
119,legal,longitudinal
119,education,longitudinal
119,legal,longitudinal
119,services,longitudinal
119,poor,longitudinal
119,legal,longitudinal
119,educ,longitudinal
120,assoc,longitudinal
120,law,longitudinal
120,schools,longitudinal
120,amicus,longitudinal
120,regents,longitudinal
120,univ,longitudinal
120,california,longitudinal
120,bakke,longitudinal
120,reprinted,longitudinal
120,landmark,longitudinal
120,briefs,longitudinal
120,arguments,longitudinal
121,supreme,longitudinal
121,court,longitudinal
121,united,longitudinal
121,constitutional,longitudinal
121,law,longitudinal
121,philip,longitudinal
121,kurland,longitudinal
121,gerhard,longitudinal
121,casper,longitudinal
121,eds,longitudinal
121,university,longitudinal
121,publications,longitudinal
121,america,longitudinal
121,vol,longitudinal
122,graduated,longitudinal
122,boalt,longitudinal
122,hall,longitudinal
122,thirteenth,longitudinal
122,black,longitudinal
122,person,longitudinal
122,graduate,longitudinal
122,school,longitudinal
122,entire,longitudinal
122,history,longitudinal
124,iv,longitudinal
124,historical,longitudinal
124,introduction,longitudinal
125,students,longitudinal
125,entire,longitudinal
125,student,longitudinal
125,body,longitudinal
125,situation,longitudinal
125,boalt,longitudinal
125,asians,longitudinal
125,hispanics,longitudinal
127,circumstances,longitudinal
127,minority,longitudinal
127,students,longitudinal
127,white,longitudinal
127,law,longitudinal
127,schools,longitudinal
128,reliable,longitudinal
128,statistics,longitudinal
128,legal,longitudinal
128,educators,longitudinal
128,lawyers,longitudinal
128,period,longitudinal
128,universally,longitudinal
129,acknowledge,longitudinal
129,minority,longitudinal
129,lawyers,longitudinal
129,abysmally,longitudinal
129,low,longitudinal
129,lawyers,longitudinal
129,color,longitudinal
131,percent,longitudinal
131,profession,longitudinal
131,lawyers,longitudinal
131,graduates,longitudinal
131,historically,longitudinal
133,black,longitudinal
133,law,longitudinal
133,schools,longitudinal
133,howard,longitudinal
133,north,longitudinal
133,carolina,longitudinal
133,central,longitudinal
133,southern,longitudinal
133,texas,longitudinal
133,southern,longitudinal
134,situation,longitudinal
134,confronted,longitudinal
134,law,longitudinal
134,school,longitudinal
134,applicants,longitudinal
134,color,longitudinal
134,affirmative,longitudinal
134,action,longitudinal
134,programs,longitudinal
135,established,longitudinal
135,special,longitudinal
135,admission,longitudinal
135,programs,longitudinal
135,established,longitudinal
136,academic,longitudinal
136,immediately,longitudinal
136,dr,longitudinal
136,martin,longitudinal
136,luther,longitudinal
136,king’s,longitudinal
136,assassination,longitudinal
136,april,longitudinal
137,result,longitudinal
137,affirmative,longitudinal
137,action,longitudinal
137,minority,longitudinal
137,students,longitudinal
137,increased,longitudinal
137,substantially,longitudinal
138,historically,longitudinal
138,white,longitudinal
138,law,longitudinal
138,schools,longitudinal
138,period,longitudinal
138,demand,longitudinal
140,law,longitudinal
140,school,longitudinal
140,seats,longitudinal
140,male,longitudinal
140,female,longitudinal
140,white,longitudinal
140,applicants,longitudinal
140,continued,longitudinal
140,intensify,longitudinal
140,met,longitudinal
141,nation,longitudinal
141,approached,longitudinal
141,special,longitudinal
141,admission,longitudinal
141,programs,longitudinal
141,increase,longitudinal
141,minority,longitudinal
141,enrollment,longitudinal
141,firmly,longitudinal
142,law,longitudinal
142,schools,longitudinal
142,substantial,longitudinal
142,percentage,longitudinal
142,minority,longitudinal
142,admission,longitudinal
142,programs,longitudinal
142,resulted,longitudinal
143,student,longitudinal
143,pressure,longitudinal
143,tenacious,longitudinal
143,efforts,longitudinal
143,faculty,longitudinal
143,deans,longitudinal
143,admission,longitudinal
143,officers,longitudinal
144,individual,longitudinal
144,law,longitudinal
144,schools,longitudinal
144,efforts,longitudinal
144,establish,longitudinal
144,maintain,longitudinal
144,affirmative,longitudinal
144,action,longitudinal
144,admission,longitudinal
144,programs,longitudinal
146,significantly,longitudinal
146,helped,longitudinal
146,american,longitudinal
146,bar,longitudinal
146,association’s,longitudinal
146,adoption,longitudinal
146,standard,longitudinal
146,august,longitudinal
147,accreditation,longitudinal
147,standard,longitudinal
147,required,longitudinal
147,aba,longitudinal
147,approved,longitudinal
147,law,longitudinal
147,schools,longitudinal
147,concrete,longitudinal
147,steps,longitudinal
147,increase,longitudinal
148,minority,longitudinal
148,lawyers,longitudinal
148,profession,longitudinal
148,prestigious,longitudinal
148,association,longitudinal
148,american,longitudinal
148,law,longitudinal
148,schools,longitudinal
149,aals,longitudinal
149,mandated,longitudinal
149,january,longitudinal
149,schools,longitudinal
149,engage,longitudinal
149,affirmative,longitudinal
149,action,longitudinal
149,enroll,longitudinal
150,minority,longitudinal
150,students,longitudinal
151,backdrop,longitudinal
151,decades,longitudinal
151,positive,longitudinal
151,affirmative,longitudinal
151,action,longitudinal
151,developments,longitudinal
151,american,longitudinal
152,law,longitudinal
152,schools,longitudinal
152,late,longitudinal
152,voices,longitudinal
152,question,longitudinal
152,openly,longitudinal
152,passionately,longitudinal
153,university,longitudinal
153,law,longitudinal
153,school,longitudinal
153,resources,longitudinal
153,support,longitudinal
153,minority,longitudinal
153,special,longitudinal
153,admission,longitudinal
153,programs,longitudinal
153,wise,longitudinal
154,justifiable,longitudinal
154,declared,longitudinal
154,goal,longitudinal
154,affirmative,longitudinal
154,action,longitudinal
154,programs,longitudinal
154,increased,longitudinal
154,enrollment,longitudinal
154,students,longitudinal
154,color,longitudinal
155,rarely,longitudinal
155,challenged,longitudinal
155,issue,longitudinal
155,form,longitudinal
155,admonition,longitudinal
155,scarce,longitudinal
155,financial,longitudinal
156,resources,longitudinal
156,minority,longitudinal
156,students,longitudinal
156,families,longitudinal
156,dissipated,longitudinal
156,unrealistic,longitudinal
156,effort,longitudinal
157,students,longitudinal
157,lawyers,longitudinal
158,conventional,longitudinal
158,frequent,longitudinal
158,argument,longitudinal
158,initial,longitudinal
158,affirmative,longitudinal
158,action,longitudinal
158,efforts,longitudinal
159,increase,longitudinal
159,minority,longitudinal
159,lawyers,longitudinal
159,meritorious,longitudinal
159,praiseworthy,longitudinal
159,programs,longitudinal
160,simply,longitudinal
160,successful,longitudinal
160,critics,longitudinal
160,failure,longitudinal
160,attributable,longitudinal
160,majority,longitudinal
161,special,longitudinal
161,admission,longitudinal
161,students,longitudinal
161,flunking,longitudinal
161,law,longitudinal
161,school,longitudinal
161,manage,longitudinal
162,derrick,longitudinal
162,bell,longitudinal
162,black,longitudinal
162,students,longitudinal
162,white,longitudinal
162,law,longitudinal
162,schools,longitudinal
162,ordeal,longitudinal
162,opportunity,longitudinal
162,toledo,longitudinal
162,rev,longitudinal
162,o’neil,longitudinal
162,supra,longitudinal
162,note,longitudinal
163,henry,longitudinal
163,ramsey,longitudinal
163,jr,longitudinal
163,affirmative,longitudinal
163,action,longitudinal
163,american,longitudinal
163,bar,longitudinal
163,association,longitudinal
163,approved,longitudinal
163,law,longitudinal
163,schools,longitudinal
163,legal,longitudinal
163,educ,longitudinal
163,edward,longitudinal
163,brooke,longitudinal
164,introduction,longitudinal
164,symposium,longitudinal
164,toledo,longitudinal
164,rev,longitudinal
164,o’neil,longitudinal
164,supra,longitudinal
164,note,longitudinal
164,regents,longitudinal
164,univ,longitudinal
164,california,longitudinal
164,bakke,longitudinal
164,u.s,longitudinal
165,opinion,longitudinal
165,justice,longitudinal
165,blackmun,longitudinal
165,opinion,longitudinal
165,justice,longitudinal
165,marshall,longitudinal
166,howard,longitudinal
166,university,longitudinal
166,school,longitudinal
166,law,longitudinal
166,washington,longitudinal
166,dc,longitudinal
166,north,longitudinal
166,carolina,longitudinal
166,central,longitudinal
166,university,longitudinal
166,school,longitudinal
166,law,longitudinal
166,durham,longitudinal
166,nc,longitudinal
166,southern,longitudinal
166,university,longitudinal
166,school,longitudinal
166,law,longitudinal
167,baton,longitudinal
167,rouge,longitudinal
167,la,longitudinal
167,texas,longitudinal
167,southern,longitudinal
167,university,longitudinal
167,thurgood,longitudinal
167,marshall,longitudinal
167,school,longitudinal
167,law,longitudinal
167,houston,longitudinal
167,tx,longitudinal
167,closed,longitudinal
167,law,longitudinal
167,schools,longitudinal
167,florida,longitudinal
168,university,longitudinal
168,miles,longitudinal
168,college,longitudinal
169,total,longitudinal
169,minority,longitudinal
169,enrollment,longitudinal
169,aba,longitudinal
169,approved,longitudinal
169,law,longitudinal
169,schools,longitudinal
169,increased,longitudinal
169,bar,longitudinal
169,assoc,longitudinal
170,review,longitudinal
170,legal,longitudinal
170,education,longitudinal
170,united,longitudinal
170,fall,longitudinal
170,u.s,longitudinal
170,commission,longitudinal
170,civil,longitudinal
170,rights,longitudinal
170,equal,longitudinal
170,educational,longitudinal
170,opportunity,longitudinal
171,affirmative,longitudinal
171,admissions,longitudinal
171,programs,longitudinal
171,law,longitudinal
171,medical,longitudinal
171,schools,longitudinal
171,june,longitudinal
171,past,longitudinal
171,decade,longitudinal
171,affirmative,longitudinal
171,admissions,longitudinal
171,efforts,longitudinal
171,primarily,longitudinal
172,responsible,longitudinal
172,increasing,longitudinal
172,minority,longitudinal
172,enrollment,longitudinal
172,law,longitudinal
172,medical,longitudinal
172,schools,longitudinal
172,bell,longitudinal
172,supra,longitudinal
172,note,longitudinal
173,total,longitudinal
173,j.d,longitudinal
173,enrollment,longitudinal
173,aba,longitudinal
173,approved,longitudinal
173,law,longitudinal
173,schools,longitudinal
173,increased,longitudinal
173,bar,longitudinal
173,assoc,longitudinal
174,supra,longitudinal
174,note,longitudinal
175,standard,longitudinal
175,aba,longitudinal
175,standards,longitudinal
175,approval,longitudinal
175,law,longitudinal
175,schools,longitudinal
176,aals,longitudinal
176,law,longitudinal
178,historical,longitudinal
178,introduction,longitudinal
180,graduate,longitudinal
180,unable,longitudinal
180,pass,longitudinal
180,bar,longitudinal
180,examination,longitudinal
180,claims,longitudinal
180,law,longitudinal
180,school,longitudinal
181,professor,longitudinal
181,dean,longitudinal
181,typically,longitudinal
181,speaker,longitudinal
181,political,longitudinal
181,candidate,longitudinal
181,elective,longitudinal
181,office,longitudinal
183,legislator,longitudinal
183,speakers,longitudinal
183,argued,longitudinal
183,special,longitudinal
183,admission,longitudinal
183,programs,longitudinal
183,eliminated,longitudinal
184,poor,longitudinal
184,performance,longitudinal
184,minority,longitudinal
184,students,longitudinal
184,law,longitudinal
184,school,longitudinal
184,bar,longitudinal
184,examination,longitudinal
184,demonstrated,longitudinal
185,alleged,longitudinal
185,low,longitudinal
185,probability,longitudinal
185,students,longitudinal
185,gaining,longitudinal
185,entry,longitudinal
185,legal,longitudinal
185,profession,longitudinal
186,conceding,longitudinal
186,legitimacy,longitudinal
186,affirmative,longitudinal
186,action,longitudinal
186,goals,longitudinal
186,critics,longitudinal
186,contended,longitudinal
186,law,longitudinal
186,schools,longitudinal
187,universities,longitudinal
187,wasting,longitudinal
187,precious,longitudinal
187,limited,longitudinal
187,resources,longitudinal
187,demonstrably,longitudinal
187,unsuccessful,longitudinal
187,effort,longitudinal
188,significantly,longitudinal
188,increase,longitudinal
188,minority,longitudinal
188,lawyers,longitudinal
188,enhance,longitudinal
188,racial,longitudinal
188,ethnic,longitudinal
188,diversity,longitudinal
189,legal,longitudinal
189,profession,longitudinal
189,argued,longitudinal
189,primary,longitudinal
189,effect,longitudinal
189,programs,longitudinal
189,unfairly,longitudinal
189,deny,longitudinal
189,law,longitudinal
190,school,longitudinal
190,admission,longitudinal
190,qualified,longitudinal
190,white,longitudinal
190,college,longitudinal
190,graduates,longitudinal
190,evidence,longitudinal
190,cited,longitudinal
190,support,longitudinal
192,statements,longitudinal
192,anecdotal,longitudinal
192,occasionally,longitudinal
192,results,longitudinal
192,unscientific,longitudinal
192,survey,longitudinal
193,law,longitudinal
193,school,longitudinal
193,cited,longitudinal
194,nonetheless,longitudinal
194,anti,longitudinal
194,affirmative,longitudinal
194,action,longitudinal
194,campaign,longitudinal
194,real,longitudinal
194,threat,longitudinal
194,substantial,longitudinal
194,progress,longitudinal
195,significantly,longitudinal
195,increased,longitudinal
195,minority,longitudinal
195,people,longitudinal
195,law,longitudinal
195,school,longitudinal
195,legal,longitudinal
195,profession,longitudinal
196,supporters,longitudinal
196,special,longitudinal
196,admission,longitudinal
196,programs,longitudinal
196,found,longitudinal
196,impossible,longitudinal
196,refute,longitudinal
196,claims,longitudinal
197,adequate,longitudinal
197,national,longitudinal
197,empirical,longitudinal
197,data,longitudinal
197,support,longitudinal
197,position,longitudinal
197,real,longitudinal
197,concern,longitudinal
197,affirmative,longitudinal
198,action,longitudinal
198,advocates,longitudinal
198,naysayers,longitudinal
198,advantage,longitudinal
198,political,longitudinal
198,debate,longitudinal
198,decided,longitudinal
199,basis,longitudinal
199,speculation,longitudinal
199,personal,longitudinal
199,anecdotes,longitudinal
200,fought,longitudinal
200,hard,longitudinal
200,affirmative,longitudinal
200,action,longitudinal
200,special,longitudinal
200,admission,longitudinal
200,programs,longitudinal
201,accepted,longitudinal
201,denigrating,longitudinal
201,charges,longitudinal
201,affirmative,longitudinal
201,action,longitudinal
201,critics,longitudinal
201,extremely,longitudinal
202,dangerous,longitudinal
202,difficult,longitudinal
202,situation,longitudinal
202,supporters,longitudinal
202,affirmative,longitudinal
202,action,longitudinal
202,included,longitudinal
202,legal,longitudinal
203,educators,longitudinal
203,administrators,longitudinal
203,convinced,longitudinal
203,efforts,longitudinal
203,eliminate,longitudinal
203,minority,longitudinal
203,admission,longitudinal
203,programs,longitudinal
204,successful,longitudinal
204,quickly,longitudinal
204,return,longitudinal
204,bleak,longitudinal
204,melancholy,longitudinal
204,times,longitudinal
204,minority,longitudinal
204,students,longitudinal
205,nation’s,longitudinal
205,historically,longitudinal
205,white,longitudinal
205,law,longitudinal
205,schools,longitudinal
205,campus,longitudinal
205,peculiarity,longitudinal
206,risk,longitudinal
206,distressing,longitudinal
206,considered,longitudinal
206,impact,longitudinal
206,hardest,longitudinal
207,public,longitudinal
207,institutions,longitudinal
207,lower,longitudinal
207,tuition,longitudinal
207,costs,longitudinal
207,afforded,longitudinal
207,minority,longitudinal
207,students,longitudinal
207,opportunity,longitudinal
208,attend,longitudinal
208,law,longitudinal
208,school,longitudinal
208,public,longitudinal
208,institutions,longitudinal
208,political,longitudinal
208,critics,longitudinal
208,special,longitudinal
208,admission,longitudinal
209,programs,longitudinal
209,strongest,longitudinal
209,position,longitudinal
209,intimidate,longitudinal
209,strongly,longitudinal
209,influence,longitudinal
209,university,longitudinal
209,officials,longitudinal
210,e.g,longitudinal
210,mary,longitudinal
210,ann,longitudinal
210,giordano,longitudinal
210,bar,longitudinal
210,exam,longitudinal
210,failures,longitudinal
210,plague,longitudinal
210,legal,longitudinal
210,aid,longitudinal
210,manhattan,longitudinal
210,lawyer,longitudinal
210,feb,longitudinal
210,cuny’s,longitudinal
210,bar,longitudinal
210,results,longitudinal
210,validate,longitudinal
210,assumption,longitudinal
211,repeated,longitudinal
211,studied,longitudinal
211,issue,longitudinal
211,minority,longitudinal
211,bar,longitudinal
211,passage,longitudinal
211,roughly,longitudinal
211,percent,longitudinal
211,pass,longitudinal
211,taking,longitudinal
